x,y,y'
0.00100,0.00200,0.008328904
0.00200,0.00200,0.008328904
0.00300,0.00200,0.008328904
0.00400,0.00201,0.008328904
0.00500,0.00202,0.008328904
0.00600,0.00203,0.008328904
0.00700,0.00204,0.008328904
0.00800,0.00206,0.008328904
0.00900,0.00208,0.008328904
0.01000,0.00210,0.008328904
0.01100,0.00212,0.008328904
0.01200,0.00214,0.008328904
0.01300,0.00216,0.008328904
0.01400,0.00219,0.008328904
0.01500,0.00222,0.008328904
0.01600,0.00225,0.008328904
0.01700,0.00228,0.008328904
0.01800,0.00232,0.008328904
0.01900,0.00236,0.008328904
0.02000,0.00240,0.008328904
0.02100,0.00244,0.008328904
0.02200,0.00248,0.008328904
0.02300,0.00252,0.008328904
0.02400,0.00257,0.008328904
0.02500,0.00262,0.008328904
0.02600,0.00267,0.008328904
0.02700,0.00272,0.008328904
0.02800,0.00278,0.008346777
0.02900,0.00284,0.00837359
0.03000,0.00289,0.008400402
0.03100,0.00296,0.008427214
0.03200,0.00302,0.008454027
0.03300,0.00308,0.0084808385
0.03400,0.00315,0.008518826
0.03500,0.00322,0.008570809
0.03600,0.00329,0.008622793
0.03700,0.00336,0.008674776
0.03800,0.00344,0.008726759
0.03900,0.00351,0.0087787425
0.04000,0.00359,0.008830725
0.04100,0.00367,0.008882709
0.04200,0.00376,0.0089346925
0.04300,0.00384,0.008986675
0.04400,0.00393,0.009038659
0.04500,0.00402,0.009090642
0.04600,0.00411,0.009142625
0.04700,0.00420,0.009194609
0.04800,0.00430,0.0092465915
0.04900,0.00439,0.009298575
0.05000,0.00449,0.009350559
0.05100,0.00459,0.009402541
0.05200,0.00469,0.009454525
0.05300,0.00480,0.009506509
0.05400,0.00491,0.009558899
0.05500,0.00501,0.009632974
0.05600,0.00513,0.0097070495
0.05700,0.00524,0.009798031
0.05800,0.00535,0.009894004
0.05900,0.00547,0.009989977
0.06000,0.00559,0.010094291
0.06100,0.00571,0.010211591
0.06200,0.00583,0.010328891
0.06300,0.00596,0.010446191
0.06400,0.00608,0.010563492
0.06500,0.00621,0.010680791
0.06600,0.00634,0.010798092
0.06700,0.00648,0.010915392
0.06800,0.00661,0.011032693
0.06900,0.00675,0.011149992
0.07000,0.00689,0.011267293
0.07100,0.00703,0.01138526
0.07200,0.00717,0.011524175
0.07300,0.00731,0.011663092
0.07400,0.00746,0.011802008
0.07500,0.00761,0.011947657
0.07600,0.00776,0.012118491
0.07700,0.00791,0.0122988345
0.07800,0.00807,0.012479178
0.07900,0.00822,0.012659521
0.08000,0.00838,0.012839862
0.08100,0.00854,0.013020205
0.08200,0.00871,0.0132005485
0.08300,0.00887,0.01338089
0.08400,0.00904,0.013561233
0.08500,0.00921,0.013741576
0.08600,0.00938,0.013921918
0.08700,0.00955,0.014102261
0.08800,0.00972,0.014282604
0.08900,0.00990,0.014462947
0.09000,0.01008,0.014643289
