.21300,.18182
.21400,.18182
.21500,.18182
.21600,.18182
.21700,.18182
.21800,.18182
.21900,.18182
.22000,.18182
.22100,.18182
.22200,.18182
.22300,.18182
.22400,.18182
.22500,.18182
.22600,.18182
.22700,.18182
.22800,.18182
.22900,.18182
.23000,.18182
.23100,.18182
.23200,.18182
.23300,.18182
.23400,.18182
.23500,.18182
.23600,.18182
.23700,.18182
.23800,.18182
.23900,.18182
.24000,.18182
.24100,.18182
.24200,.18182
.24300,.18182
.24400,.18182
.24500,.18182
.24600,.27458
.24700,.27644
.24800,.27829
.24900,.28015
.25000,.28200
.25100,.28386
.25200,.28571
.25300,.28757
.25400,.28942
.25500,.29128
.25600,.29314
.25700,.29499
.25800,.29685
.25900,.29870
.26000,.30056
.26100,.30241
.26200,.30427
.26300,.30612
.26400,.30798
.26500,.30983
.26600,.31169
.26700,.31354
.26800,.31540
.26900,.31725
.27000,.31911
.27100,.32096
.27200,.32282
.27300,.32468
.27400,.32653
.27500,.32839
.27600,.33024
.27700,.33210
.27800,.33395
.27900,.33581
.28000,.33766
.28100,.33952
.28200,.34137
.28300,.34323
.28400,.34508
.28500,.34694
.28600,.34879
.28700,.35065
.28800,.35250
.28900,.35436
.29000,.35622
.29100,.35807
.29200,.35993
.29300,.36178
.29400,.36364
.29500,.27273
.29600,.27273
.29700,.27273
.29800,.27273
.29900,.27273
.30000,.27273
.30100,.27273
.30200,.27273
.30300,.27273
.30400,.27273
.30500,.27273
.30600,.27273
.30700,.27273
.30800,.27273
.30900,.27273
.31000,.27273
.31100,.27273
.31200,.27273
.31300,.27273
.31400,.27273
.31500,.27273
.31600,.27273
.31700,.27273
.31800,.27273
.31900,.27273
.32000,.27273
.32100,.27273
.32200,.27273
.32300,.27273
.32400,.27273
.32500,.27273
.32600,.27273
.32700,.27273
.32800,.27273
.32900,.27273
.33000,.27273
.33100,.27273
.33200,.27273
.33300,.27273
.33400,.27273
.33500,.27273
.33600,.27273
.33700,.27273
.33800,.27273
.33900,.27273
.34000,.27273
.34100,.27273
.34200,.27273
.34300,.27273
.34400,.36549
.34500,.36735
.34600,.36920
.34700,.37106
.34800,.37291
.34900,.37477
.35000,.37662
.35100,.37848
.35200,.38033
