.38400,.14916
.38500,.14993
.38600,.15069
.38700,.15147
.38800,.15224
.38900,.15301
.39000,.15379
.39100,.15457
.39200,.15535
.39300,.15614
.39400,.15692
.39500,.15771
.39600,.15850
.39700,.15929
.39800,.16008
.39900,.16088
.40000,.16168
.40100,.16248
.40200,.16328
.40300,.16408
.40400,.16489
.40500,.16569
.40600,.16650
.40700,.16731
.40800,.16813
.40900,.16894
.41000,.16976
.41100,.17058
.41200,.17140
.41300,.17222
.41400,.17305
.41500,.17388
.41600,.17471
.41700,.17554
.41800,.17637
.41900,.17721
.42000,.17804
.42100,.17888
.42200,.17972
.42300,.18057
.42400,.18141
.42500,.18226
.42600,.18311
.42700,.18396
.42800,.18481
.42900,.18567
.43000,.18653
.43100,.18739
.43200,.18825
.43300,.18911
.43400,.18998
.43500,.19084
.43600,.19171
.43700,.19258
.43800,.19346
.43900,.19433
.44000,.19521
.44100,.19609
.44200,.19697
.44300,.19785
.44400,.19874
.44500,.19963
.44600,.20051
.44700,.20141
.44800,.20230
.44900,.20319
.45000,.20409
.45100,.20499
.45200,.20589
.45300,.20680
.45400,.20770
.45500,.20861
.45600,.20952
.45700,.21043
.45800,.21134
.45900,.21226
.46000,.21317
.46100,.21409
.46200,.21501
.46300,.21594
.46400,.21686
.46500,.21779
.46600,.21872
.46700,.21965
.46800,.22058
.46900,.22152
.47000,.22246
.47100,.22339
.47200,.22434
.47300,.22528
.47400,.22622
.47500,.22717
.47600,.22812
.47700,.22907
.47800,.23002
.47900,.23098
.48000,.23194
.48100,.23290
.48200,.23386
.48300,.23482
.48400,.23578
.48500,.23675
.48600,.23772
.48700,.23869
.48800,.23966
.48900,.24064
.49000,.24162
.49100,.24260
.49200,.24358
.49300,.24456
.49400,.24554
.49500,.24653
.49600,.24752
.49700,.24851
.49800,.24950
.49900,.25050
.50000,.25150
.50100,.25250
.50200,.25350
.50300,.25450
.50400,.25550
.50500,.25651
.50600,.25752
.50700,.25853
.50800,.25954
.50900,.26056
.51000,.26158
.51100,.26260
.51200,.26362
.51300,.26464
.51400,.26566
.51500,.26669
.51600,.26772
.51700,.26875
.51800,.26978
.51900,.27082
.52000,.27186
.52100,.27290
.52200,.27394
.52300,.27498
.52400,.27602
.52500,.27707
