.23800,.05853
.23900,.05900
.24000,.05948
.24100,.05996
.24200,.06044
.24300,.06093
.24400,.06141
.24500,.06190
.24600,.06239
.24700,.06288
.24800,.06338
.24900,.06387
.25000,.06437
.25100,.06487
.25200,.06537
.25300,.06588
.25400,.06638
.25500,.06689
.25600,.06740
.25700,.06791
.25800,.06843
.25900,.06894
.26000,.06946
.26100,.06998
.26200,.07050
.26300,.07103
.26400,.07155
.26500,.07208
.26600,.07261
.26700,.07314
.26800,.07368
.26900,.07421
.27000,.07475
.27100,.07529
.27200,.07583
.27300,.07638
.27400,.07692
.27500,.07747
.27600,.07802
.27700,.07857
.27800,.07913
.27900,.07968
.28000,.08024
.28100,.08080
.28200,.08136
.28300,.08193
.28400,.08249
.28500,.08306
.28600,.08363
.28700,.08420
.28800,.08477
.28900,.08535
.29000,.08593
.29100,.08651
.29200,.08709
.29300,.08767
.29400,.08826
.29500,.08885
.29600,.08944
.29700,.09003
.29800,.09062
.29900,.09122
.30000,.09182
.30100,.09242
.30200,.09302
.30300,.09362
.30400,.09423
.30500,.09484
.30600,.09545
.30700,.09606
.30800,.09667
.30900,.09729
.31000,.09790
.31100,.09852
.31200,.09915
.31300,.09977
.31400,.10040
.31500,.10102
.31600,.10165
.31700,.10228
.31800,.10292
.31900,.10355
.32000,.10419
.32100,.10483
.32200,.10547
.32300,.10612
.32400,.10676
.32500,.10741
.32600,.10806
.32700,.10871
.32800,.10937
.32900,.11002
.33000,.11068
.33100,.11134
.33200,.11200
.33300,.11266
.33400,.11333
.33500,.11400
.33600,.11467
.33700,.11534
.33800,.11601
.33900,.11669
.34000,.11737
.34100,.11804
.34200,.11873
.34300,.11941
.34400,.12010
.34500,.12078
.34600,.12147
.34700,.12216
.34800,.12286
.34900,.12355
.35000,.12425
.35100,.12495
.35200,.12565
.35300,.12636
.35400,.12706
.35500,.12777
.35600,.12848
.35700,.12919
.35800,.12990
.35900,.13062
.36000,.13134
.36100,.13206
.36200,.13278
.36300,.13350
.36400,.13423
.36500,.13496
.36600,.13568
.36700,.13642
.36800,.13715
.36900,.13789
.37000,.13862
.37100,.13936
.37200,.14010
.37300,.14085
.37400,.14159
.37500,.14234
.37600,.14309
.37700,.14384
.37800,.14459
.37900,.14535
.38000,.14611
.38100,.14687
.38200,.14763
.38300,.14839
.38400,.14916
.38500,.14993
.38600,.15069
.38700,.15147
.38800,.15224
.38900,.15301
.39000,.15379
.39100,.15457
.39200,.15535
.39300,.15614
.39400,.15692
.39500,.15771
.39600,.15850
.39700,.15929
.39800,.16008
.39900,.16088
.40000,.16168
.40100,.16248
.40200,.16328
.40300,.16408
.40400,.16489
.40500,.16569
.40600,.16650
.40700,.16731
.40800,.16813
.40900,.16894
.41000,.16976
.41100,.17058
.41200,.17140
.41300,.17222
.41400,.17305
.41500,.17388
.41600,.17471
.41700,.17554
.41800,.17637
.41900,.17721
.42000,.17804
.42100,.17888
.42200,.17972
.42300,.18057
.42400,.18141
.42500,.18226
.42600,.18311
.42700,.18396
.42800,.18481
.42900,.18567
.43000,.18653
.43100,.18739
.43200,.18825
.43300,.18911
