x,y
./sub_dataset/0.csv,.54545
./sub_dataset/1.csv,.54545
./sub_dataset/2.csv,.54545
./sub_dataset/3.csv,.54545
./sub_dataset/4.csv,.54545
./sub_dataset/5.csv,.54545
./sub_dataset/6.csv,.54545
./sub_dataset/7.csv,.54545
./sub_dataset/8.csv,.54545
./sub_dataset/9.csv,.54545
./sub_dataset/10.csv,.54545
./sub_dataset/11.csv,.54545
./sub_dataset/12.csv,.54545
./sub_dataset/13.csv,.54545
./sub_dataset/14.csv,.54545
./sub_dataset/15.csv,.54545
./sub_dataset/16.csv,.54545
./sub_dataset/17.csv,.54545
./sub_dataset/18.csv,.54545
./sub_dataset/19.csv,.54545
./sub_dataset/20.csv,.54545
./sub_dataset/21.csv,.54545
./sub_dataset/22.csv,.54545
./sub_dataset/23.csv,.54545
./sub_dataset/24.csv,.54545
./sub_dataset/25.csv,.54545
./sub_dataset/26.csv,.54545
./sub_dataset/27.csv,.54545
./sub_dataset/28.csv,.54545
./sub_dataset/29.csv,.54545
./sub_dataset/30.csv,.54545
./sub_dataset/31.csv,.54545
./sub_dataset/32.csv,.54545
./sub_dataset/33.csv,.54545
./sub_dataset/34.csv,.54545
./sub_dataset/35.csv,.54545
./sub_dataset/36.csv,.54545
./sub_dataset/37.csv,.63822
./sub_dataset/38.csv,.64007
./sub_dataset/39.csv,.64193
./sub_dataset/40.csv,.64378
./sub_dataset/41.csv,.64564
./sub_dataset/42.csv,.64750
./sub_dataset/43.csv,.64935
./sub_dataset/44.csv,.65121
./sub_dataset/45.csv,.65306
./sub_dataset/46.csv,.65492
./sub_dataset/47.csv,.65677
./sub_dataset/48.csv,.65863
./sub_dataset/49.csv,.66048
./sub_dataset/50.csv,.66234
./sub_dataset/51.csv,.66419
./sub_dataset/52.csv,.66605
./sub_dataset/53.csv,.66790
./sub_dataset/54.csv,.66976
./sub_dataset/55.csv,.67161
./sub_dataset/56.csv,.67347
./sub_dataset/57.csv,.67532
./sub_dataset/58.csv,.67718
./sub_dataset/59.csv,.67904
./sub_dataset/60.csv,.68089
./sub_dataset/61.csv,.68275
./sub_dataset/62.csv,.68460
./sub_dataset/63.csv,.68646
./sub_dataset/64.csv,.68831
./sub_dataset/65.csv,.69017
./sub_dataset/66.csv,.69202
./sub_dataset/67.csv,.69388
./sub_dataset/68.csv,.69573
./sub_dataset/69.csv,.69759
./sub_dataset/70.csv,.69944
./sub_dataset/71.csv,.70130
./sub_dataset/72.csv,.70315
./sub_dataset/73.csv,.70501
./sub_dataset/74.csv,.70686
./sub_dataset/75.csv,.70872
./sub_dataset/76.csv,.71058
./sub_dataset/77.csv,.71243
./sub_dataset/78.csv,.71429
./sub_dataset/79.csv,.71614
./sub_dataset/80.csv,.71800
./sub_dataset/81.csv,.71985
./sub_dataset/82.csv,.72171
./sub_dataset/83.csv,.72356
./sub_dataset/84.csv,.72542
./sub_dataset/85.csv,.72727
./sub_dataset/86.csv,.63636
./sub_dataset/87.csv,.63636
./sub_dataset/88.csv,.63636
./sub_dataset/89.csv,.63636
./sub_dataset/90.csv,.63636
./sub_dataset/91.csv,.63636
./sub_dataset/92.csv,.63636
./sub_dataset/93.csv,.63636
./sub_dataset/94.csv,.63636
./sub_dataset/95.csv,.63636
./sub_dataset/96.csv,.63636
./sub_dataset/97.csv,.63636
./sub_dataset/98.csv,.63636
./sub_dataset/99.csv,.63636
./sub_dataset/100.csv,.63636
./sub_dataset/101.csv,.63636
./sub_dataset/102.csv,.63636
./sub_dataset/103.csv,.63636
./sub_dataset/104.csv,.63636
./sub_dataset/105.csv,.63636
./sub_dataset/106.csv,.63636
./sub_dataset/107.csv,.63636
./sub_dataset/108.csv,.63636
./sub_dataset/109.csv,.63636
./sub_dataset/110.csv,.63636
./sub_dataset/111.csv,.63636
./sub_dataset/112.csv,.63636
./sub_dataset/113.csv,.63636
./sub_dataset/114.csv,.63636
./sub_dataset/115.csv,.63636
./sub_dataset/116.csv,.63636
./sub_dataset/117.csv,.63636
./sub_dataset/118.csv,.63636
./sub_dataset/119.csv,.63636
./sub_dataset/120.csv,.63636
./sub_dataset/121.csv,.63636
./sub_dataset/122.csv,.63636
./sub_dataset/123.csv,.63636
./sub_dataset/124.csv,.63636
./sub_dataset/125.csv,.63636
./sub_dataset/126.csv,.63636
./sub_dataset/127.csv,.63636
./sub_dataset/128.csv,.63636
./sub_dataset/129.csv,.63636
./sub_dataset/130.csv,.63636
./sub_dataset/131.csv,.63636
./sub_dataset/132.csv,.63636
./sub_dataset/133.csv,.63636
./sub_dataset/134.csv,.63636
./sub_dataset/135.csv,.72913
./sub_dataset/136.csv,.73098
./sub_dataset/137.csv,.73284
./sub_dataset/138.csv,.73469
./sub_dataset/139.csv,.73655
./sub_dataset/140.csv,.73840
./sub_dataset/141.csv,.74026
./sub_dataset/142.csv,.74212
./sub_dataset/143.csv,.74397
./sub_dataset/144.csv,.74583
./sub_dataset/145.csv,.74768
./sub_dataset/146.csv,.74954
./sub_dataset/147.csv,.75139
./sub_dataset/148.csv,.75325
./sub_dataset/149.csv,.75510
./sub_dataset/150.csv,.75696
./sub_dataset/151.csv,.75881
./sub_dataset/152.csv,.76067
./sub_dataset/153.csv,.76252
./sub_dataset/154.csv,.76438
./sub_dataset/155.csv,.76623
./sub_dataset/156.csv,.76809
./sub_dataset/157.csv,.76994
./sub_dataset/158.csv,.77180
./sub_dataset/159.csv,.77365
./sub_dataset/160.csv,.77551
./sub_dataset/161.csv,.77737
./sub_dataset/162.csv,.77922
